ADM_ID,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,LATITUDE,LONGITUDE,AREA,PERIMETER
45628000,PH040000000,Region IV-A,PH045600000,Quezon,PH045628000,Mulanay,13.525,122.458,276219037.5,89545.058
51603000,PH050000000,Region V,PH051600000,Camarines Norte,PH051603000,Daet,14.106,122.949,50228073.66,39824.481
51602000,PH050000000,Region V,PH051600000,Camarines Norte,PH051602000,Capalonga,14.268,122.494,254162700.7,130593.176
51610000,PH050000000,Region V,PH051600000,Camarines Norte,PH051610000,Santa Elena,14.151,122.386,202976464.2,98386.448
45646000,PH040000000,Region IV-A,PH045600000,Quezon,PH045646000,Tagkawayan,14.027,122.538,551742419.8,150426.302
51733000,PH050000000,Region V,PH051700000,Camarines Sur,PH051733000,San Jose,13.692,123.553,51590422.98,49450.998
54121000,PH050000000,Region V,PH054100000,Masbate,PH054121000,Uson,12.171,123.76,235511438.2,113218.43
56203000,PH050000000,Region V,PH056200000,Sorsogon,PH056203000,Bulan,12.684,123.926,199864605.1,78550.276
50511000,PH050000000,Region V,PH050500000,Albay,PH050511000,Manito,13.086,123.878,94210399.79,51649.224
72239000,PH070000000,Region VII,PH072200000,Cebu,PH072239000,Ronda,9.994,123.452,44386673.94,36961.34
86407000,PH080000000,Region VIII,PH086400000,Southern Leyte,PH086407000,City of Maasin,10.183,124.862,204447384.8,88042.953
83734000,PH080000000,Region VIII,PH083700000,Leyte,PH083734000,Matalom,10.26,124.827,130693255.4,74054.657
83722000,PH080000000,Region VIII,PH083700000,Leyte,PH083722000,Isabel,10.922,124.457,64903973.35,79488.668
84805000,PH080000000,Region VIII,PH084800000,Northern Samar,PH084805000,Catarman,12.424,124.625,303050667.6,82729.707
97212000,PH090000000,Region IX,PH097200000,Zamboanga del Norte,PH097212000,Rizal,8.554,123.537,67012477.08,58161.483
97318000,PH090000000,Region IX,PH097300000,Zamboanga del Sur,PH097318000,Midsalip,8.028,123.259,280500150.8,87772.916
98304000,PH090000000,Region IX,PH098300000,Zamboanga Sibugay,PH098304000,Imelda,7.645,122.938,84639926.14,45357.908
104320000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104320000,Naawan,8.419,124.342,65793048.89,39169.839
104325000,PH100000000,Region X,PH104300000,Misamis Oriental,PH104325000,Talisayan,8.96,124.909,56044984.22,43328.799
128007000,PH120000000,Region XII,PH128000000,Sarangani,PH128007000,Malungon,6.363,125.301,768737896.5,163429.253
118604000,PH110000000,Region XI,PH118600000,Davao Occidental,PH118604000,Santa Maria,6.493,125.465,212408985.1,121195.645
13304000,PH010000000,Region I,PH013300000,La Union,PH013304000,Bagulin,16.609,120.475,90570808.33,47359.472
141108000,PH140000000,Cordillera Administrative Region,PH141100000,Benguet,PH141108000,Kapangan,16.607,120.59,180969183.4,56955.011
153828000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153800000,Maguindanao,PH153828000,Datu Abdullah Sangki,6.818,124.532,105962154.4,65262.539
153813000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153800000,Maguindanao,PH153813000,Sultan Sa Barongis,6.916,124.632,107197752.0,65767.726
153832000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153800000,Maguindanao,PH153832000,Mangudadatu,6.655,124.84,92289235.67,73475.411
153833000,PH150000000,Bangsamoro Autonomous Region in Muslim Mindanao,PH153800000,Maguindanao,PH153833000,Pandag,6.752,124.8,44654775.99,40380.501
168507000,PH160000000,Region XIII,PH168500000,Dinagat Islands,PH168507000,Tubajon,10.282,125.581,88546204.57,62483.654
74624000,PH070000000,Region VII,PH074600000,Negros Oriental,PH074624000,Vallehermoso,10.343,123.293,92743224.8,45964.987
12802000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012802000,Bacarra,18.267,120.613,55303194.75,33300.976
12808000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012808000,Currimao,18.011,120.5,33432501.76,41096.33
12805000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012805000,City of Batac,18.038,120.584,158123132.2,66634.568
12803000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012803000,Badoc,17.906,120.509,80683969.96,64955.865
12813000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012813000,Marcos,18.025,120.695,79404206.99,46875.037
12811000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012811000,Banna,17.967,120.655,91133239.5,44691.459
12809000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012809000,Dingras,18.077,120.721,108365205.5,55291.62
12816000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012816000,Paoay,18.085,120.519,69501881.99,43861.446
12817000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012817000,Pasuquin,18.371,120.639,176674045.0,70803.058
12812000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012812000,Laoag City,18.195,120.577,110056243.4,53942.312
12818000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012818000,Piddig,18.18,120.75,123582183.2,59599.105
12819000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012819000,Pinili,17.948,120.543,63610092.89,45380.104
12821000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012821000,Sarrat,18.135,120.647,56899256.45,33355.817
12820000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012820000,San Nicolas,18.146,120.595,41944114.87,29471.261
12822000,PH010000000,Region I,PH012800000,Ilocos Norte,PH012822000,Solsona,18.101,120.792,90338438.02,47299.319
12902000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012902000,Banayoyo,17.246,120.493,25093986.98,24929.415
12904000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012904000,Burgos,17.314,120.515,50927646.64,31419.747
12911000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012911000,Lidlidda,17.259,120.532,34149284.38,23219.316
12918000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012918000,San Esteban,17.325,120.453,17413144.43,21745.539
12919000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012919000,San Ildefonso,17.619,120.406,11742210.69,20000.469
12921000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012921000,San Vicente,17.612,120.367,13213441.18,22989.154
12922000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012922000,Santa,17.518,120.443,59235396.3,52060.951
12923000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012923000,Santa Catalina,17.586,120.356,8947332.422,16853.837
12924000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012924000,Santa Cruz,17.056,120.483,91954721.45,40544.677
12925000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012925000,Santa Lucia,17.126,120.471,44220211.12,31800.118
12926000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012926000,Santa Maria,17.367,120.497,56487535.98,41200.188
12927000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012927000,Santiago,17.273,120.449,47754209.22,34595.709
12928000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012928000,Santo Domingo,17.644,120.42,48567924.09,39116.188
12933000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012933000,Tagudin,16.938,120.462,58516792.51,37902.695
13301000,PH010000000,Region I,PH013300000,La Union,PH013301000,Agoo,16.326,120.371,48145974.14,32998.604
13302000,PH010000000,Region I,PH013300000,La Union,PH013302000,Aringay,16.41,120.404,97190342.75,57237.716
13306000,PH010000000,Region I,PH013300000,La Union,PH013306000,Bangar,16.88,120.432,35221472.46,27150.321
13307000,PH010000000,Region I,PH013300000,La Union,PH013307000,Bauang,16.513,120.346,75806367.58,39735.276
13308000,PH010000000,Region I,PH013300000,La Union,PH013308000,Burgos,16.532,120.47,36455468.47,38596.131
13309000,PH010000000,Region I,PH013300000,La Union,PH013309000,Caba,16.44,120.377,46731088.96,28806.033
13310000,PH010000000,Region I,PH013300000,La Union,PH013310000,Luna,16.839,120.376,40505649.93,34315.903
13311000,PH010000000,Region I,PH013300000,La Union,PH013311000,Naguilian,16.526,120.414,102445187.8,50537.715
13313000,PH010000000,Region I,PH013300000,La Union,PH013313000,Rosario,16.245,120.459,78356026.96,41958.745
12931000,PH010000000,Region I,PH012900000,Ilocos Sur,PH012931000,Sugpon,16.779,120.559,106326068.1,64576.131
13315000,PH010000000,Region I,PH013300000,La Union,PH013315000,San Gabriel,16.684,120.47,121799849.1,58238.134
15508000,PH010000000,Region I,PH015500000,Pangasinan,PH015508000,Bani,16.209,119.852,181819443.2,76391.355
15511000,PH010000000,Region I,PH015500000,Pangasinan,PH015511000,Bayambang,15.789,120.443,136758882.3,69039.117
15510000,PH010000000,Region I,PH015500000,Pangasinan,PH015510000,Bautista,15.797,120.51,41399725.56,37194.241
15509000,PH010000000,Region I,PH015500000,Pangasinan,PH015509000,Basista,15.866,120.397,25596000.11,23428.875
15513000,PH010000000,Region I,PH015500000,Pangasinan,PH015513000,Binmaley,16.006,120.289,63740622.41,37084.859
15501000,PH010000000,Region I,PH015500000,Pangasinan,PH015501000,Agno,16.102,119.804,165781943.1,76190.068
15516000,PH010000000,Region I,PH015500000,Pangasinan,PH015516000,Burgos,16.028,119.843,115253184.7,65780.637
15517000,PH010000000,Region I,PH015500000,Pangasinan,PH015517000,Calasiao,15.993,120.36,47437085.05,37056.528
15521000,PH010000000,Region I,PH015500000,Pangasinan,PH015521000,Labrador,15.998,120.116,103034451.5,52310.771
15522000,PH010000000,Region I,PH015500000,Pangasinan,PH015522000,Lingayen,16.003,120.222,71420833.16,64900.722
15524000,PH010000000,Region I,PH015500000,Pangasinan,PH015524000,Malasiqui,15.909,120.455,137931736.2,51125.654
15526000,PH010000000,Region I,PH015500000,Pangasinan,PH015526000,Mangaldan,16.062,120.401,48327042.69,37289.392
15518000,PH010000000,Region I,PH015500000,Pangasinan,PH015518000,Dagupan City,16.054,120.345,43193113.97,44996.467
15527000,PH010000000,Region I,PH015500000,Pangasinan,PH015527000,Mangatarem,15.736,120.28,308191962.7,87206.053
15528000,PH010000000,Region I,PH015500000,Pangasinan,PH015528000,Mapandan,16.02,120.456,20415764.56,23368.899
15512000,PH010000000,Region I,PH015500000,Pangasinan,PH015512000,Binalonan,16.058,120.595,56516900.15,32975.02
15530000,PH010000000,Region I,PH015500000,Pangasinan,PH015530000,Pozorrubio,16.113,120.529,70390612.99,35820.489
15532000,PH010000000,Region I,PH015500000,Pangasinan,PH015532000,San Carlos City,15.908,120.328,147826829.5,68662.396
15533000,PH010000000,Region I,PH015500000,Pangasinan,PH015533000,San Fabian,16.145,120.436,75825273.27,46083.365
15535000,PH010000000,Region I,PH015500000,Pangasinan,PH015535000,San Manuel,16.104,120.671,137669023.5,59868.671
15529000,PH010000000,Region I,PH015500000,Pangasinan,PH015529000,Natividad,16.048,120.835,94003868.6,42119.387
15538000,PH010000000,Region I,PH015500000,Pangasinan,PH015538000,Santa Barbara,15.988,120.428,62581873.25,41175.662
15531000,PH010000000,Region I,PH015500000,Pangasinan,PH015531000,Rosales,15.869,120.638,72362137.87,43716.336
15539000,PH010000000,Region I,PH015500000,Pangasinan,PH015539000,Santa Maria,15.963,120.701,46662372.96,41036.473
15506000,PH010000000,Region I,PH015500000,Pangasinan,PH015506000,Asingan,15.996,120.653,78440853.51,44005.824
15540000,PH010000000,Region I,PH015500000,Pangasinan,PH015540000,Santo Tomas,15.865,120.578,12391024.87,15007.961
15543000,PH010000000,Region I,PH015500000,Pangasinan,PH015543000,Tayug,16.013,120.745,43981616.87,30673.19
15544000,PH010000000,Region I,PH015500000,Pangasinan,PH015544000,Umingan,15.902,120.816,258458992.4,86443.867
15545000,PH010000000,Region I,PH015500000,Pangasinan,PH015545000,Urbiztondo,15.825,120.352,40341883.04,31908.627
15546000,PH010000000,Region I,PH015500000,Pangasinan,PH015546000,City of Urdaneta,15.97,120.56,95545987.77,50115.676
15547000,PH010000000,Region I,PH015500000,Pangasinan,PH015547000,Villasis,15.908,120.566,80856018.36,47216.692
15548000,PH010000000,Region I,PH015500000,Pangasinan,PH015548000,Laoac,16.043,120.543,41588601.1,36147.433
20904000,PH020000000,Region II,PH020900000,Batanes,PH020904000,Mahatao,20.405,121.958,11560818.72,23422.132
20903000,PH020000000,Region II,PH020900000,Batanes,PH020903000,Ivana,20.379,121.931,14704850.37,20851.608
20906000,PH020000000,Region II,PH020900000,Batanes,PH020906000,Uyugan,20.369,121.952,11311040.11,17454.041
21503000,PH020000000,Region II,PH021500000,Cagayan,PH021503000,Allacapan,18.2,121.545,230647608.5,72980.625
21507000,PH020000000,Region II,PH021500000,Cagayan,PH021507000,Ballesteros,18.351,121.506,129429919.0,52628.622
21508000,PH020000000,Region II,PH021500000,Cagayan,PH021508000,Buguey,18.243,121.807,128827891.4,69496.807
21510000,PH020000000,Region II,PH021500000,Cagayan,PH021510000,Camalaniugan,18.27,121.689,89203841.49,48695.39
23134000,PH020000000,Region II,PH023100000,Isabela,PH023134000,Santa Maria,17.47,121.709,118960765.5,54825.641
21512000,PH020000000,Region II,PH021500000,Cagayan,PH021512000,Enrile,17.548,121.695,152465682.0,61298.032
21502000,PH020000000,Region II,PH021500000,Cagayan,PH021502000,Alcala,17.916,121.675,180520958.2,67194.383
21513000,PH020000000,Region II,PH021500000,Cagayan,PH021513000,Gattaran,18.052,121.88,638958651.5,163325.352
21517000,PH020000000,Region II,PH021500000,Cagayan,PH021517000,Lasam,18.059,121.54,206964450.4,68850.56
21515000,PH020000000,Region II,PH021500000,Cagayan,PH021515000,Iguig,17.747,121.755,78185519.56,46536.804
21522000,PH020000000,Region II,PH021500000,Cagayan,PH021522000,Sanchez-Mira,18.539,121.217,138309195.2,60388.533
21511000,PH020000000,Region II,PH021500000,Cagayan,PH021511000,Claveria,18.575,121.093,128943013.6,64452.835
21526000,PH020000000,Region II,PH021500000,Cagayan,PH021526000,Santo Niño,17.913,121.531,361261600.9,91462.776
21529000,PH020000000,Region II,PH021500000,Cagayan,PH021529000,Tuguegarao City,17.61,121.749,119597768.2,62777.862
23107000,PH020000000,Region II,PH023100000,Isabela,PH023107000,Cabatuan,16.935,121.66,63926290.91,35009.686
23102000,PH020000000,Region II,PH023100000,Isabela,PH023102000,Angadanan,16.78,121.803,194597915.6,79318.415
23116000,PH020000000,Region II,PH023100000,Isabela,PH023116000,Luna,16.968,121.721,45603199.81,30816.755
23106000,PH020000000,Region II,PH023100000,Isabela,PH023106000,Cabagan,17.386,121.881,307732032.2,141283.517
23118000,PH020000000,Region II,PH023100000,Isabela,PH023118000,Delfin Albano,17.27,121.741,177891785.0,62568.28
23119000,PH020000000,Region II,PH023100000,Isabela,PH023119000,Mallig,17.21,121.622,116218996.8,55900.139
23113000,PH020000000,Region II,PH023100000,Isabela,PH023113000,Gamu,17.074,121.806,96638668.91,55425.042
23120000,PH020000000,Region II,PH023100000,Isabela,PH023120000,Naguilian,16.978,121.88,163261102.4,73275.098
23122000,PH020000000,Region II,PH023100000,Isabela,PH023122000,Quezon,17.31,121.612,216501835.4,69603.501
23123000,PH020000000,Region II,PH023100000,Isabela,PH023123000,Quirino,17.156,121.733,125534904.0,70612.961
23126000,PH020000000,Region II,PH023100000,Isabela,PH023126000,Roxas,17.123,121.611,118951131.5,66565.41
23129000,PH020000000,Region II,PH023100000,Isabela,PH023129000,San Isidro,16.742,121.624,64404835.58,37435.326
23124000,PH020000000,Region II,PH023100000,Isabela,PH023124000,Ramon,16.789,121.521,126324823.1,51814.5
23105000,PH020000000,Region II,PH023100000,Isabela,PH023105000,Burgos,17.063,121.719,77277865.9,44129.431
23132000,PH020000000,Region II,PH023100000,Isabela,PH023132000,San Mateo,16.875,121.588,110398719.7,51921.49
23101000,PH020000000,Region II,PH023100000,Isabela,PH023101000,Alicia,16.815,121.675,158424860.8,58422.707
23133000,PH020000000,Region II,PH023100000,Isabela,PH023133000,San Pablo,17.475,121.938,450388160.6,96907.441
23135000,PH020000000,Region II,PH023100000,Isabela,PH023135000,City of Santiago,16.678,121.557,151816538.8,70572.769
23109000,PH020000000,Region II,PH023100000,Isabela,PH023109000,Cordon,16.723,121.432,224529097.2,83778.211
23136000,PH020000000,Region II,PH023100000,Isabela,PH023136000,Santo Tomas,17.37,121.73,77295939.07,43166.659
23137000,PH020000000,Region II,PH023100000,Isabela,PH023137000,Tumauini,17.292,121.928,400559500.5,104961.871
25001000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025001000,Ambaguio,16.544,121.05,177470959.9,61579.332
25003000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025003000,Bagabag,16.598,121.262,146832756.4,64923.856
25006000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025006000,Diadi,16.642,121.356,210666265.9,80018.135
25013000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025013000,Solano,16.545,121.177,88506711.76,54740.001
25014000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025014000,Villaverde,16.605,121.154,67815883.4,41111.886
25705000,PH020000000,Region II,PH025700000,Quirino,PH025705000,Saguday,16.548,121.577,50169931.18,35191.061
25702000,PH020000000,Region II,PH025700000,Quirino,PH025702000,Cabarroguis,16.442,121.499,189082847.2,78536.003
30809000,PH030000000,Region III,PH030800000,Bataan,PH030809000,Orani,14.79,120.486,53659535.74,66737.599
30805000,PH030000000,Region III,PH030800000,Bataan,PH030805000,Hermosa,14.817,120.427,148952869.6,85833.436
30811000,PH030000000,Region III,PH030800000,Bataan,PH030811000,Pilar,14.63,120.519,45553261.45,47871.028
30812000,PH030000000,Region III,PH030800000,Bataan,PH030812000,Samal,14.76,120.49,47513228.94,52214.209
31402000,PH030000000,Region III,PH031400000,Bulacan,PH031402000,Balagtas,14.828,120.909,21480627.32,31853.959
31404000,PH030000000,Region III,PH031400000,Bulacan,PH031404000,Bocaue,14.799,120.933,26352510.88,32845.575
31405000,PH030000000,Region III,PH031400000,Bulacan,PH031405000,Bulacan,14.768,120.871,72337120.0,51295.157
31408000,PH030000000,Region III,PH031400000,Bulacan,PH031408000,Guiguinto,14.844,120.88,22317503.54,27388.152
31410000,PH030000000,Region III,PH031400000,Bulacan,PH031410000,City of Malolos,14.833,120.824,70837917.51,67558.998
31407000,PH030000000,Region III,PH031400000,Bulacan,PH031407000,Calumpit,14.902,120.764,46800522.04,35602.289
31411000,PH030000000,Region III,PH031400000,Bulacan,PH031411000,Marilao,14.773,120.971,28342958.84,44274.146
31412000,PH030000000,Region III,PH031400000,Bulacan,PH031412000,City of Meycauayan,14.752,120.968,31782648.18,52094.565
31414000,PH030000000,Region III,PH031400000,Bulacan,PH031414000,Obando,14.72,120.92,16207582.19,27628.779
31416000,PH030000000,Region III,PH031400000,Bulacan,PH031416000,Paombong,14.81,120.784,45285031.32,44492.77
31415000,PH030000000,Region III,PH031400000,Bulacan,PH031415000,Pandi,14.881,120.949,50417722.14,44553.66
31417000,PH030000000,Region III,PH031400000,Bulacan,PH031417000,Plaridel,14.888,120.868,35742365.25,39777.922
31418000,PH030000000,Region III,PH031400000,Bulacan,PH031418000,Pulilan,14.922,120.838,42644453.57,36870.066
31420000,PH030000000,Region III,PH031400000,Bulacan,PH031420000,City of San Jose del Monte,14.816,121.084,107856802.6,65862.525
31422000,PH030000000,Region III,PH031400000,Bulacan,PH031422000,San Rafael,14.993,120.967,101656354.8,75074.978
31423000,PH030000000,Region III,PH031400000,Bulacan,PH031423000,Santa Maria,14.839,120.989,79118494.11,44728.988
31424000,PH030000000,Region III,PH031400000,Bulacan,PH031424000,Doña Remedios Trinidad,15.07,121.195,991445624.9,156738.368
31421000,PH030000000,Region III,PH031400000,Bulacan,PH031421000,San Miguel,15.18,121.011,231940397.7,92210.548
34901000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034901000,Aliaga,15.506,120.865,95257090.45,50053.28
34903000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034903000,Cabanatuan City,15.492,120.99,189230820.1,82224.297
25002000,PH020000000,Region II,PH025000000,Nueva Vizcaya,PH025002000,Aritao,16.237,121.029,291989838.5,85866.784
34906000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034906000,Cuyapo,15.786,120.705,178354941.5,63964.78
34908000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034908000,City of Gapan,15.285,121.007,172158540.0,81255.674
34910000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034910000,General Tinio,15.327,121.212,563155996.7,126317.804
34904000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034904000,Cabiao,15.235,120.845,112274112.6,74042.0
34909000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034909000,General Mamerto Natividad,15.591,121.054,108398318.6,66189.931
34913000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034913000,Laur,15.541,121.182,156252656.8,64703.915
34914000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034914000,Licab,15.532,120.769,64457374.18,43553.689
34911000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034911000,Guimba,15.656,120.759,215353145.3,96046.441
34915000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034915000,Llanera,15.671,121.012,100108914.0,70697.116
34917000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034917000,Science City of Muñoz,15.733,120.897,129444635.2,74517.811
34921000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034921000,Peñaranda,15.376,121.024,63082403.63,59381.126
34922000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034922000,Quezon,15.567,120.829,64106730.94,43036.845
34923000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034923000,Rizal,15.686,121.113,134462843.9,68321.243
34925000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034925000,San Isidro,15.271,120.91,47788322.93,41696.754
34924000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034924000,San Antonio,15.328,120.805,181267238.0,80480.9
34926000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034926000,San Jose City,15.786,121.0,191947111.8,85644.675
34927000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034927000,San Leonardo,15.36,120.948,50775630.21,41836.843
34912000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034912000,Jaen,15.381,120.875,98096178.24,56556.111
34928000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034928000,Santa Rosa,15.432,120.967,107124731.0,88812.983
34929000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034929000,Santo Domingo,15.622,120.879,86183884.52,66282.648
34930000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034930000,Talavera,15.621,120.939,131765739.9,87589.827
34916000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034916000,Lupao,15.854,120.907,116751871.6,49440.844
34931000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034931000,Talugtug,15.763,120.81,106891701.9,51629.325
34932000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034932000,Zaragoza,15.445,120.792,77461573.33,49170.535
35402000,PH030000000,Region III,PH035400000,Pampanga,PH035402000,Apalit,14.958,120.787,57591773.69,44123.027
35403000,PH030000000,Region III,PH035400000,Pampanga,PH035403000,Arayat,15.18,120.764,187125410.1,73236.847
35401000,PH030000000,Region III,PH035400000,Pampanga,PH035401000,Angeles City,15.165,120.55,121028986.9,66421.126
35404000,PH030000000,Region III,PH035400000,Pampanga,PH035404000,Bacolor,15.037,120.629,83567430.54,61023.686
35406000,PH030000000,Region III,PH035400000,Pampanga,PH035406000,Floridablanca,14.978,120.487,134868413.5,67544.481
35407000,PH030000000,Region III,PH035400000,Pampanga,PH035407000,Guagua,14.986,120.597,44840606.44,47345.305
35408000,PH030000000,Region III,PH035400000,Pampanga,PH035408000,Lubao,14.899,120.561,165018100.7,76192.926
35411000,PH030000000,Region III,PH035400000,Pampanga,PH035411000,Magalang,15.234,120.675,96915978.57,51597.749
35412000,PH030000000,Region III,PH035400000,Pampanga,PH035412000,Masantol,14.848,120.684,67602675.37,47423.785
35413000,PH030000000,Region III,PH035400000,Pampanga,PH035413000,Mexico,15.102,120.697,124369613.9,67609.6
35409000,PH030000000,Region III,PH035400000,Pampanga,PH035409000,Mabalacat City,15.217,120.555,97548027.66,72045.234
35415000,PH030000000,Region III,PH035400000,Pampanga,PH035415000,Porac,15.099,120.473,297129934.8,97077.718
35418000,PH030000000,Region III,PH035400000,Pampanga,PH035418000,San Simon,15.002,120.79,55149421.63,45556.818
35419000,PH030000000,Region III,PH035400000,Pampanga,PH035419000,Santa Ana,15.106,120.757,37449344.81,34149.077
35417000,PH030000000,Region III,PH035400000,Pampanga,PH035417000,San Luis,15.034,120.813,48062745.01,54586.179
35420000,PH030000000,Region III,PH035400000,Pampanga,PH035420000,Santa Rita,15.017,120.595,21643192.64,23603.489
35421000,PH030000000,Region III,PH035400000,Pampanga,PH035421000,Santo Tomas,15.0,120.715,13860845.61,21175.013
35416000,PH030000000,Region III,PH035400000,Pampanga,PH035416000,City of San Fernando,15.068,120.658,70108451.75,49576.951
36901000,PH030000000,Region III,PH036900000,Tarlac,PH036901000,Anao,15.735,120.615,25438203.6,25468.456
34918000,PH030000000,Region III,PH034900000,Nueva Ecija,PH034918000,Nampicuan,15.717,120.664,46537214.83,31901.518
36905000,PH030000000,Region III,PH036900000,Tarlac,PH036905000,Concepcion,15.336,120.669,213098095.1,67835.757
36902000,PH030000000,Region III,PH036900000,Tarlac,PH036902000,Bamban,15.245,120.467,207478392.5,84724.049
36904000,PH030000000,Region III,PH036900000,Tarlac,PH036904000,Capas,15.334,120.44,446478349.3,100173.716
36907000,PH030000000,Region III,PH036900000,Tarlac,PH036907000,La Paz,15.446,120.716,115702711.2,63727.178
36903000,PH030000000,Region III,PH036900000,Tarlac,PH036903000,Camiling,15.683,120.411,131391744.8,62676.258
36908000,PH030000000,Region III,PH036900000,Tarlac,PH036908000,Mayantoc,15.559,120.31,240089674.8,76391.593
36910000,PH030000000,Region III,PH036900000,Tarlac,PH036910000,Paniqui,15.664,120.543,106643929.7,51785.855
36906000,PH030000000,Region III,PH036900000,Tarlac,PH036906000,Gerona,15.595,120.565,122348832.8,54826.678
36911000,PH030000000,Region III,PH036900000,Tarlac,PH036911000,Pura,15.622,120.648,32119531.21,28055.624
36912000,PH030000000,Region III,PH036900000,Tarlac,PH036912000,Ramos,15.674,120.63,25736527.65,23974.585
36913000,PH030000000,Region III,PH036900000,Tarlac,PH036913000,San Clemente,15.666,120.329,71275052.59,61450.408
36914000,PH030000000,Region III,PH036900000,Tarlac,PH036914000,San Manuel,15.815,120.599,32678553.12,25763.976
36915000,PH030000000,Region III,PH036900000,Tarlac,PH036915000,Santa Ignacia,15.581,120.448,131458827.8,57757.867
36916000,PH030000000,Region III,PH036900000,Tarlac,PH036916000,City of Tarlac,15.481,120.596,262472616.3,80872.311
36917000,PH030000000,Region III,PH036900000,Tarlac,PH036917000,Victoria,15.572,120.687,109663569.0,54435.698
37102000,PH030000000,Region III,PH037100000,Zambales,PH037102000,Cabangan,15.161,120.115,205858523.9,61931.802
37104000,PH030000000,Region III,PH037100000,Zambales,PH037104000,Castillejos,14.928,120.205,104082630.4,59403.785
37111000,PH030000000,Region III,PH037100000,Zambales,PH037111000,San Marcelino,15.02,120.296,426113624.4,96201.681
37112000,PH030000000,Region III,PH037100000,Zambales,PH037112000,San Narciso,15.01,120.118,72869008.12,40368.727
30804000,PH030000000,Region III,PH030800000,Bataan,PH030804000,Dinalupihan,14.877,120.427,75509778.36,60027.704
37704000,PH030000000,Region III,PH037700000,Aurora,PH037704000,Dinalungan,16.186,121.88,326339610.4,90839.244
37701000,PH030000000,Region III,PH037700000,Aurora,PH037701000,Baler,15.745,121.571,99595875.27,73630.044
37707000,PH030000000,Region III,PH037700000,Aurora,PH037707000,Maria Aurora,15.773,121.403,335535776.5,82348.989
